epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,43701.8,0.49001,0.2691,0.79085,0.88414,0.8146,0.8807,0.61802,0.93319,0.43605,0.86823,0.00086725,0.00086725,0.00086725
371,43798.1,0.48256,0.2662,0.79017,0.88344,0.81795,0.88078,0.61834,0.9335,0.43626,0.86841,0.0008425,0.0008425,0.0008425
372,43898.3,0.4844,0.26528,0.78892,0.88237,0.81809,0.88082,0.61844,0.93379,0.43577,0.86857,0.00081775,0.00081775,0.00081775
373,44004.6,0.48528,0.26637,0.79454,0.88047,0.82383,0.88128,0.6191,0.93356,0.43653,0.86849,0.000793,0.000793,0.000793
374,44097.2,0.47838,0.26528,0.78889,0.88049,0.82204,0.88118,0.6184,0.9339,0.43598,0.86844,0.00076825,0.00076825,0.00076825
375,44198.3,0.47641,0.26274,0.79079,0.8806,0.82215,0.88146,0.61793,0.9338,0.4362,0.86869,0.0007435,0.0007435,0.0007435
376,44300.7,0.48465,0.26366,0.78726,0.88052,0.82224,0.8815,0.61908,0.93382,0.43604,0.86864,0.00071875,0.00071875,0.00071875
377,44393.8,0.48181,0.26325,0.78862,0.88073,0.82215,0.88134,0.61888,0.93416,0.43633,0.86861,0.000694,0.000694,0.000694
378,44499.3,0.47222,0.26377,0.7866,0.88094,0.82215,0.88133,0.61941,0.93389,0.43718,0.86862,0.00066925,0.00066925,0.00066925
379,44599.6,0.47282,0.26063,0.78698,0.88057,0.82264,0.88141,0.61884,0.93391,0.43667,0.86869,0.0006445,0.0006445,0.0006445
380,44693.3,0.47175,0.26236,0.78513,0.87767,0.82462,0.88139,0.61921,0.93418,0.43691,0.86868,0.00061975,0.00061975,0.00061975
381,44801.3,0.47485,0.25456,0.79237,0.87774,0.82516,0.8814,0.61912,0.93404,0.43681,0.86875,0.000595,0.000595,0.000595
382,44895.3,0.47114,0.26187,0.7865,0.87763,0.82432,0.88141,0.6186,0.93469,0.43775,0.86884,0.00057025,0.00057025,0.00057025
383,44992.3,0.4684,0.25956,0.78826,0.87635,0.82644,0.88142,0.61849,0.93498,0.43734,0.86901,0.0005455,0.0005455,0.0005455
384,45099.2,0.46097,0.25161,0.78709,0.87828,0.82466,0.88146,0.61976,0.93412,0.4374,0.8691,0.00052075,0.00052075,0.00052075
385,45193.2,0.46511,0.25635,0.78372,0.87403,0.82718,0.88143,0.61896,0.93436,0.43753,0.86913,0.000496,0.000496,0.000496
386,45294.8,0.46806,0.2551,0.78678,0.87411,0.82715,0.88147,0.61957,0.93456,0.4371,0.86921,0.00047125,0.00047125,0.00047125
387,45398.4,0.46632,0.25402,0.78722,0.87341,0.82771,0.88144,0.61882,0.93483,0.43725,0.86921,0.0004465,0.0004465,0.0004465
388,45492.9,0.45855,0.25352,0.78487,0.87327,0.82802,0.8814,0.61956,0.93432,0.43827,0.86924,0.00042175,0.00042175,0.00042175
389,45596.9,0.46129,0.25412,0.78427,0.87388,0.82466,0.88112,0.61995,0.93448,0.43749,0.86942,0.000397,0.000397,0.000397
390,45699.2,0.46771,0.25408,0.78386,0.87092,0.82802,0.88104,0.61915,0.93499,0.4377,0.86933,0.00037225,0.00037225,0.00037225
391,45793.4,0.49761,0.26064,0.78297,0.87221,0.82634,0.8811,0.61987,0.93526,0.43749,0.86941,0.0003475,0.0003475,0.0003475
392,45898.9,0.48233,0.25619,0.78623,0.87143,0.82802,0.88103,0.62024,0.93525,0.43816,0.86941,0.00032275,0.00032275,0.00032275
393,45997.7,0.48062,0.25447,0.78257,0.87085,0.82802,0.88091,0.61959,0.93487,0.43776,0.86937,0.000298,0.000298,0.000298
394,46092,0.47144,0.24904,0.78163,0.87077,0.82802,0.88097,0.61962,0.93485,0.43764,0.86953,0.00027325,0.00027325,0.00027325
395,46198.8,0.46916,0.24947,0.7827,0.87056,0.82802,0.88055,0.61989,0.93506,0.43795,0.86966,0.0002485,0.0002485,0.0002485
396,46293.7,0.46973,0.24865,0.78387,0.86971,0.82802,0.88092,0.61979,0.93493,0.4375,0.86977,0.00022375,0.00022375,0.00022375
397,46391.4,0.46024,0.24587,0.7832,0.86983,0.82802,0.88051,0.61948,0.93432,0.43821,0.86977,0.000199,0.000199,0.000199
398,46499,0.46209,0.2447,0.77788,0.86903,0.82939,0.88055,0.61939,0.93433,0.43725,0.86993,0.00017425,0.00017425,0.00017425
399,46592.8,0.46245,0.24651,0.78101,0.86911,0.82886,0.88069,0.61948,0.93364,0.43819,0.87007,0.0001495,0.0001495,0.0001495
400,46693.1,0.45696,0.24027,0.78512,0.87036,0.82797,0.8813,0.61882,0.9344,0.4387,0.87024,0.00012475,0.00012475,0.00012475
